transaction_id,merchant,amount,timestamp,upi_reference,category,year,month,day,hour,minute,day_of_week,is_weekend,is_month_start,is_month_end,amount_rounded,amount_log,is_round_amount,amount_last_digit,amount_decimal,is_large_transaction,is_micro_transaction,merchant_length,merchant_word_count,merchant_uppercase_count,merchant_lowercase_count,merchant_digit_count,merchant_special_char_count,merchant_has_upi_prefix,merchant_has_numbers,merchant_has_city,merchant_has_pvt_ltd,merchant_all_caps,merchant_first_char,merchant_last_char,payment_method,payment_app,card_type,bank_name,is_online,is_contactless,requires_otp,city,location_type,merchant_city,is_same_city,distance_from_home_km,is_recurring,merchant_visit_count,days_since_last_transaction,transaction_sequence_number,time_since_last_txn_hours,is_first_time_merchant,merchant_category_frequency,avg_monthly_spend_category,is_unusual_time,description,narration,merchant_category_code,currency,exchange_rate,tax_amount,tip_amount,discount_amount,cashback_amount,risk_score,is_verified_merchant,merchant_rating,transaction_status,failure_reason
7D99892F95E6B169,UPI/Manya-Princeton/851991,999.0,2025-07-19 09:39:00,NEFT901783300,Education,2025,7,19,9,39,5,1,0,0,999.0,6.9078,0,9,0.0,0,0,26,1,5,12,6,3,1,1,0,0,0,U,1,Credit Card,Bank App,Mastercard,ICICI,1,0,1,Kochi,Office,Kochi,1,7.5,0,1,29,471,50.89,1,2,13154.55,0,UPI/UPI/Manya-Princeton/851991/Rs.999,UPI/Manya-Princeton/851991 - Purchase,8220,INR,1.0,179.82,0.0,0.0,0.0,0.1731,1,4.7,Success,N/A
71918811108FD14A,UPI/Ajio-2506/895552,8093.76,2025-07-27 17:14:00,RTGS460786745,Shopping - Essentials,2025,7,27,17,14,6,1,0,1,8094.0,8.999,0,3,0.76,1,0,20,1,4,3,10,3,1,1,0,0,0,U,2,Debit Card,Bank App,Amex,BOB,1,1,1,Chennai,Online,Chennai,1,8.73,0,14,26,285,5.44,0,33,7016.38,0,Debit Card Transaction - UPI/Ajio-2506/895552,Paid to UPI/Ajio-2506/895552,5311,INR,1.0,0.0,0.0,1040.24,0.0,0.2463,0,3.2,Success,N/A
F7C87BE63DD47A4C,UPI/Swiggy/374959,143.03,2025-01-22 23:44:00,RTGS876702877,Food - Delivery,2025,1,22,23,44,2,0,0,0,143.0,4.97,0,3,0.03,0,0,17,1,4,5,6,2,1,1,0,0,0,U,9,UPI,BHIM,N/A,SBI,1,1,1,Jaipur,Online,Jaipur,1,1.42,1,13,25,733,9.13,0,15,2422.44,0,Payment to UPI/Swiggy/374959,Online payment - UPI/Swiggy/374959,5814,INR,1.0,7.15,0.0,0.0,0.0,0.1212,1,4.5,Success,N/A
133E991AB9D9FEE7,Shell Petrol,1000.0,2025-06-17 18:01:00,NEFT138852347,Transportation,2025,6,17,18,1,1,0,0,0,1000.0,6.9088,1,0,0.0,0,0,12,2,2,9,0,0,0,0,0,0,0,S,l,Credit Card,Bank App,Visa,HDFC,1,1,1,Chandigarh,Street,Chandigarh,1,8.3,0,3,71,644,83.6,1,6,1443.99,0,Shell Petrol - Online Payment,Shell Petrol - Purchase,4121,INR,1.0,0.0,0.0,0.0,39.78,0.2535,1,3.6,Pending,N/A
DEF56FD9D9DE66F0,DMart,2616.56,2025-04-26 11:18:00,RTGS866738778,Food - Groceries,2025,4,26,11,18,5,1,0,1,2617.0,7.87,0,6,0.56,0,0,5,1,2,3,0,0,0,0,0,0,0,D,t,Credit Card,Bank App,Rupay,BOB,1,0,1,Delhi,Store,Hyderabad,0,41.35,0,13,82,185,1.15,0,18,4823.88,0,DMart - Online Payment,Online payment - DMart,5422,INR,1.0,0.0,0.0,0.0,0.0,0.2293,0,3.1,Success,N/A
1FB6EA2FFF2ACFEF,MISCELLANEOUS TRANSACTION,574158.37,2025-03-12 04:13:00,RTGS885698798,Other,2025,3,12,4,13,2,0,0,0,574158.0,13.2607,0,8,0.37,1,0,25,2,24,0,0,0,0,0,0,0,1,M,N,Debit Card,Bank App,Visa,BOB,1,0,1,Nagpur,Office,Nagpur,1,7.94,0,16,3,267,25.28,1,27,812.17,1,UPI/MISCELLANEOUS TRANSACTION/Rs.574158.37,MISCELLANEOUS TRANSACTION - Purchase,9999,INR,1.0,0.0,0.0,0.0,0.0,0.6899,1,4.2,Success,N/A
250C8EBF49748E65,ESSAR OIL,74.63,2025-11-18 12:03:00,UPI624414952,Transportation,2025,11,18,12,3,1,0,0,0,75.0,4.3259,0,4,0.63,0,1,9,2,8,0,0,0,0,0,0,0,1,E,L,UPI,GPay,N/A,PNB,1,1,0,Jaipur,Home,Jaipur,1,7.01,1,7,27,784,92.82,0,18,1833.3,0,ESSAR OIL - Online Payment,Paid to ESSAR OIL,5172,INR,1.0,0.0,0.0,0.0,0.0,0.1103,1,4.0,Pending,N/A
0A287B5A7411D954,Unacademy Plus-5089,9999.0,2025-07-14 08:32:00,NEFT599353058,Education,2025,7,14,8,32,0,0,0,0,9999.0,9.2103,0,9,0.0,1,0,19,2,2,11,4,1,0,1,0,0,0,U,9,Debit Card,Bank App,Mastercard,Axis,1,0,1,Kolkata,Office,Kolkata,1,8.83,1,7,25,801,73.31,0,10,13258.93,0,Payment to Unacademy Plus-5089,POS transaction at Unacademy Plus-5089,8220,INR,1.0,1799.82,0.0,0.0,0.0,0.3485,1,5.0,Success,N/A
390EABEF377B5509,MISCELLANEOUS TRANSACTION,702907.02,2024-12-14 15:45:00,IMPS402212397,Other,2024,12,14,15,45,5,1,0,0,702907.0,13.463,0,7,0.02,1,0,25,2,24,0,0,0,0,0,0,0,1,M,N,Debit Card,Bank App,Rupay,Kotak,0,1,1,Kolkata,Office,Kolkata,1,11.88,0,18,44,931,30.83,0,33,3688.86,0,Debit Card Transaction - MISCELLANEOUS TRANSACTION,MISCELLANEOUS TRANSACTION - Purchase,9999,INR,1.0,0.0,0.0,0.0,0.0,0.3278,0,3.6,Pending,N/A
29A1E0001578A90C,Park Plus Parking,149.06,2025-04-13 17:35:00,UPI143976857,Transportation,2025,4,13,17,35,6,1,0,0,149.0,5.011,0,9,0.06,0,0,17,3,3,12,0,0,0,0,0,0,0,P,g,UPI,GPay,N/A,ICICI,1,1,0,Indore,Street,Indore,1,7.73,0,16,35,306,34.07,1,33,1638.83,0,UPI/Park Plus Parking/Rs.149.06,Paid to Park Plus Parking,5172,INR,1.0,0.0,0.0,0.0,0.0,0.1759,0,4.6,Success,N/A
7F0934915D32466B,UPI/IDP Education Jaipur/761961,999.0,2025-09-15 18:41:00,IMPS221484377,Education,2025,9,15,18,41,0,0,0,0,999.0,6.9078,0,9,0.0,0,0,31,3,8,13,6,2,1,1,1,0,0,U,1,Debit Card,Bank App,Amex,Axis,1,1,0,Mumbai,Home,Mumbai,1,3.4,1,2,14,177,33.71,0,12,9286.57,0,Payment to UPI/IDP Education Jaipur/761961,Payment for education,5942,INR,1.0,179.82,0.0,0.0,0.0,0.1499,1,3.6,Success,N/A
BA8A08277D45C84E,AmazonPay,65038.99,2025-10-05 04:00:00,UPI587906091,Transfer - Personal,2025,10,5,4,0,6,1,1,0,65039.0,11.0828,0,8,0.99,1,0,9,1,2,7,0,0,0,0,0,0,0,A,y,Debit Card,Bank App,Amex,HDFC,1,0,1,Kochi,Home,Kochi,1,2.37,0,8,8,677,13.38,1,26,12274.52,1,UPI/AmazonPay/Rs.65038.99,Online payment - AmazonPay,6012,INR,1.0,0.0,0.0,0.0,0.0,0.7826,1,4.6,Success,N/A
46BA6331E3E719CB,Zomato,119.41,2024-12-18 10:07:00,IMPS172998758,Food - Delivery,2024,12,18,10,7,2,0,0,0,119.0,4.7909,0,9,0.41,0,0,6,1,1,5,0,0,0,0,0,0,0,Z,o,Debit Card,Bank App,Rupay,SBI,1,0,0,Ahmedabad,Online,Jaipur,0,24.83,1,39,8,592,7.02,0,52,2561.83,0,UPI/Zomato/Rs.119.41,POS transaction at Zomato,5814,INR,1.0,5.97,0.0,21.13,0.0,0.2441,1,4.5,Pending,N/A
65068044B03D07E3,Metropolis-Healthcare,8127.73,2024-11-20 15:12:00,RTGS940728417,Health & Fitness,2024,11,20,15,12,2,0,0,0,8128.0,9.0032,0,7,0.73,1,0,21,1,2,18,0,1,0,0,0,0,0,M,e,Credit Card,Bank App,Amex,SBI,1,1,1,Delhi,Office,Delhi,1,14.57,0,8,89,172,114.09,0,19,2155.52,0,UPI/Metropolis-Healthcare/Rs.8127.73,POS transaction at Metropolis-Healthcare,7997,INR,1.0,1462.99,0.0,0.0,0.0,0.3042,1,4.1,Success,N/A
A6F677DE29F14C13,Apna Bazaar,2563.58,2025-05-19 12:57:00,RTGS454701182,Food - Groceries,2025,5,19,12,57,0,0,0,0,2564.0,7.8496,0,3,0.58,0,0,11,2,2,8,0,0,0,0,0,0,0,A,r,Debit Card,Bank App,Rupay,SBI,0,1,1,Pune,Online,Pune,1,14.07,0,28,81,117,3.72,0,42,3706.22,0,Debit Card Transaction - Apna Bazaar,Payment for food - groceries,5422,INR,1.0,0.0,0.0,0.0,0.0,0.1227,1,4.9,Success,N/A
633B74F7DA30C991,IMPS Transfer - Delhi,23856.06,2024-11-21 21:42:00,IMPS991077125,Transfer - Personal,2024,11,21,21,42,3,0,0,0,23856.0,10.0798,0,6,0.06,1,0,21,4,6,11,0,1,0,0,1,0,0,I,i,Net Banking,Paytm,N/A,Canara,1,1,1,Bhopal,Office,Bhopal,1,14.69,0,11,88,80,37.15,0,31,7353.78,0,UPI/IMPS Transfer - Delhi/Rs.23856.06,Paid to IMPS Transfer - Delhi,6012,INR,1.0,0.0,0.0,0.0,0.0,0.4084,1,3.9,Success,N/A
5D90D947D634D218,Nykaa,3567.0,2025-02-10 23:12:00,UPI109599278,Shopping - Essentials,2025,2,10,23,12,0,0,0,0,3567.0,8.1798,0,7,0.0,0,0,5,1,1,4,0,0,0,0,0,0,0,N,a,Net Banking,Paytm,N/A,PNB,1,1,1,Lucknow,Online,Lucknow,1,4.29,0,11,26,233,37.29,0,21,2026.63,0,Payment to Nykaa,Nykaa - Purchase,5311,INR,1.0,0.0,0.0,847.52,0.0,0.0191,1,4.0,Success,N/A
031005025F9A87AB,UPI/Sapna Book House PRIVATE LIMITED/561108,6737.07,2025-07-05 06:36:00,NEFT144658828,Shopping - Essentials,2025,7,5,6,36,5,1,1,0,6737.0,8.8155,0,7,0.07,1,0,43,5,20,11,6,2,1,1,0,0,0,U,8,Net Banking,Paytm,N/A,BOB,1,1,1,Chennai,Online,Chennai,1,13.51,0,13,82,656,20.96,0,23,4982.32,0,UPI/UPI/Sapna Book House PRIVATE LIMITED/561108/Rs.6737.07,POS transaction at UPI/Sapna Book House PRIVATE LIMITED/561108,5399,INR,1.0,0.0,0.0,0.0,0.0,0.2118,1,4.9,Success,N/A
